emp_no,first_name,last_name,title,from_date,salary
92063,Deniz,Olivero,Staff,12/2/1987,52172
91947,Bikash,Slaats,Senior Engineer,9/29/2001,40000
92082,Beshir,Peris,Senior Staff,11/30/1987,40000
91953,Nirmal,Luks,Senior Staff,5/11/1991,64003
92089,Youjian,Fiutem,Engineer,12/28/1998,44320
92093,Ulises,Diderrich,Engineer,2/28/1986,72076
92093,Ulises,Diderrich,Senior Engineer,2/28/1993,72076
92095,Ekawit,Pargaonkar,Engineer,8/4/1988,54158
92095,Ekawit,Pargaonkar,Senior Engineer,8/4/1994,54158
91953,Nirmal,Luks,Staff,5/11/1986,64003
91971,Anoosh,Guenter,Staff,1/9/1995,40000
92112,Isamu,Felder,Engineer,11/10/1988,40000
92117,Djelloul,Hammerschmidt,Assistant Engineer,10/13/1985,40239
92117,Djelloul,Hammerschmidt,Engineer,10/13/1993,40239
92117,Djelloul,Hammerschmidt,Senior Engineer,10/13/2001,40239
92185,Sarita,Cannane,Senior Staff,11/6/1993,68740
92128,Manton,Servi,Engineer,8/7/1989,40000
92128,Manton,Servi,Senior Engineer,8/7/1996,40000
92133,Tran,Sommer,Senior Staff,3/23/1994,58003
92133,Tran,Sommer,Staff,3/23/1987,58003
92135,Sakthirel,Kitai,Senior Engineer,12/7/1988,56693
92136,Isaac,Kamber,Engineer,2/4/1988,48941
92136,Isaac,Kamber,Senior Engineer,2/4/1996,48941
92140,Heping,Khasidashvili,Senior Engineer,9/16/1988,41628
92142,Subir,Siksek,Engineer,6/4/1992,42186
92144,Ymte,Rosar,Senior Staff,8/12/1987,60310
92145,Marl,Schueller,Staff,11/14/1996,86009
92185,Sarita,Cannane,Staff,11/6/1986,68740
92157,Ioana,Matzel,Senior Staff,8/4/1992,72728
92159,Monique,Stentiford,Engineer,11/15/1989,42265
92191,Conal,Ossenbruggen,Staff,11/30/1999,40167
92166,Mara,Miara,Engineer,6/11/1994,55164
92210,Kazuhito,Assaf,Assistant Engineer,3/3/1994,40000
92210,Kazuhito,Assaf,Engineer,3/2/2000,40000
92225,Make,Versino,Staff,6/23/1995,79752
92285,Mart,Benaini,Engineer,8/8/1997,61890
92295,Caolyn,Hemaspaandra,Engineer,6/30/1990,48682
92305,Srinidhi,Nooteboom,Engineer,11/14/1986,58467
92305,Srinidhi,Nooteboom,Senior Engineer,11/14/1993,58467
92232,Hilari,Worfolk,Engineer,9/14/1985,46382
92313,Xudong,Setia,Senior Staff,10/23/1994,92546
92313,Xudong,Setia,Staff,10/23/1985,92546
92321,Stamatina,Borovoy,Staff,6/9/1993,40000
92322,Jolita,Grospietsch,Senior Staff,9/18/1991,40000
92322,Jolita,Grospietsch,Staff,9/18/1985,40000
92323,Florina,Azuma,Staff,12/27/1999,67140
92232,Hilari,Worfolk,Senior Engineer,9/14/1992,46382
92338,Fun,Verspoor,Senior Engineer,1/25/1995,40000
92340,Berhard,Nitsch,Engineer,11/15/1988,45547
92340,Berhard,Nitsch,Senior Engineer,11/15/1993,45547
92344,Paloma,Hanabata,Senior Engineer,12/19/1988,40000
92354,Chaosheng,Lammel,Staff,7/19/1998,41560
92355,Leah,Beerel,Senior Staff,3/14/1991,73878
92355,Leah,Beerel,Staff,3/14/1986,73878
92359,Berto,Hanratty,Senior Staff,5/11/1994,69112
92359,Berto,Hanratty,Staff,5/11/1986,69112
92373,Angus,Lupu,Engineer,4/14/1985,40000
92373,Angus,Lupu,Senior Engineer,4/14/1994,40000
92374,Wayne,Homond,Engineer,10/11/1986,40000
92374,Wayne,Homond,Senior Engineer,10/11/1995,40000
92378,Sadegh,Basagni,Senior Staff,8/31/1993,65906
92378,Sadegh,Basagni,Staff,9/1/1987,65906
92385,Nagui,Armand,Senior Staff,8/6/1995,44386
92385,Nagui,Armand,Staff,8/5/1988,44386
92235,Leni,Bauknecht,Senior Staff,3/1/1993,40000
92402,Noritoshi,Kriebel,Engineer,1/13/1987,47491
92402,Noritoshi,Kriebel,Senior Engineer,1/13/1992,47491
92410,Filipe,Ranon,Staff,12/1/1988,69113
92235,Leni,Bauknecht,Staff,3/1/1986,40000
92415,Zorica,Lemarechal,Senior Staff,12/30/1991,60129
92415,Zorica,Lemarechal,Staff,12/30/1985,60129
92417,Aimee,Pollacia,Senior Staff,9/11/1995,59453
92244,Vojin,Gadepally,Staff,9/29/1990,72348
92417,Aimee,Pollacia,Staff,9/11/1987,59453
92421,Trygve,Huttel,Engineer,12/31/1991,44482
92421,Trygve,Huttel,Senior Engineer,12/31/1998,44482
92429,Mariusz,Yurov,Engineer,4/11/1986,40000
92248,Alejandro,Liesche,Senior Engineer,3/26/1998,43279
92429,Mariusz,Yurov,Senior Engineer,4/11/1995,40000
92431,Heon,Bage,Staff,4/27/1988,40000
92251,Jianhao,Furudate,Assistant Engineer,7/13/1986,64631
92441,Shugo,Bennet,Senior Staff,5/17/1992,53324
92441,Shugo,Bennet,Staff,5/17/1985,53324
92251,Jianhao,Furudate,Engineer,7/13/1995,64631
92442,Lenore,Birdsall,Senior Engineer,3/12/1991,48790
92262,Danae,Imataki,Technique Leader,8/12/1992,46407
92466,Rajmohan,Varman,Senior Staff,9/20/1992,83883
92263,Takahiro,Spataro,Senior Staff,5/6/1994,42132
92263,Takahiro,Spataro,Staff,5/6/1989,42132
92479,Jinpo,Leuchs,Engineer,12/15/1995,40000
92479,Jinpo,Leuchs,Senior Engineer,12/14/2000,40000
92266,Tzvetan,Polajnar,Engineer,9/22/1999,56374
92592,Kirk,Lorho,Senior Staff,6/13/1993,76317
92485,Hein,Turnbull,Senior Staff,4/12/1999,55068
92485,Hein,Turnbull,Staff,4/11/1992,55068
92489,Bowen,Murthy,Senior Staff,9/24/1996,40000
92489,Bowen,Murthy,Staff,9/25/1990,40000
92493,Constantijn,Merro,Engineer,9/30/1988,40000
92493,Constantijn,Merro,Senior Engineer,9/30/1997,40000
92508,Alassane,Baaz,Senior Staff,2/17/1991,40000
92508,Alassane,Baaz,Staff,2/17/1986,40000
92513,Honesty,Asrin,Senior Engineer,2/18/1999,55687
92517,Mamdouh,Suessmith,Assistant Engineer,4/4/1994,40000
92592,Kirk,Lorho,Staff,6/13/1988,76317
92533,Martine,Eastman,Senior Staff,9/7/1991,40000
92533,Martine,Eastman,Staff,9/7/1986,40000
92535,Sarita,Pero,Senior Staff,6/10/1995,64712
92535,Sarita,Pero,Staff,6/9/1988,64712
92536,Nitsan,Rouquie,Senior Staff,8/2/1990,59854
92536,Nitsan,Rouquie,Staff,8/2/1985,59854
92627,Xiaoshan,Yurek,Senior Staff,1/28/1997,60034
92550,Uzi,Krybus,Engineer,5/12/1997,40000
92555,Mabo,Erez,Engineer,4/11/1992,44873
92563,Kensyu,Ranze,Senior Engineer,6/9/1987,49734
92627,Xiaoshan,Yurek,Staff,1/29/1988,60034
92637,Adhemar,Denos,Engineer,3/26/1991,57104
92637,Adhemar,Denos,Senior Engineer,3/26/1999,57104
92644,Hideo,Baig,Engineer,5/10/1985,40000
92688,Mitsuyuki,Schahn,Technique Leader,6/4/1999,79400
92644,Hideo,Baig,Senior Engineer,5/10/1990,40000
92690,Jackson,Yurov,Engineer,3/9/1998,52299
92646,Xianlong,Fadgyas,Engineer,2/16/1986,66314
92646,Xianlong,Fadgyas,Senior Engineer,2/16/1994,66314
92652,Pramod,Mansanne,Engineer,4/1/1998,40000
92667,Aloke,Takanami,Assistant Engineer,5/29/1988,75466
92720,Sungwon,Bondorf,Engineer,6/7/1988,59377
92720,Sungwon,Bondorf,Senior Engineer,6/8/1995,59377
92667,Aloke,Takanami,Engineer,5/29/1994,75466
92745,Haldun,Morrin,Assistant Engineer,12/21/1996,40000
92667,Aloke,Takanami,Senior Engineer,5/28/2000,75466
92754,Yucai,Kushnir,Staff,4/13/1992,89084
92683,Kwan,Bouloucos,Engineer,11/19/1989,40000
92757,Valery,Waymire,Technique Leader,10/18/1995,59745
92764,Zeydy,McFarlan,Engineer,2/22/1987,40000
92770,Sudharsan,Braunmuhl,Assistant Engineer,11/22/1988,46554
92770,Sudharsan,Braunmuhl,Engineer,11/22/1994,46554
92770,Sudharsan,Braunmuhl,Senior Engineer,11/21/2000,46554
92776,Elzbieta,Schapiro,Senior Staff,5/13/1988,74897
92785,Lunjin,Underwood,Engineer,12/21/1986,40000
92785,Lunjin,Underwood,Senior Engineer,12/21/1995,40000
92683,Kwan,Bouloucos,Senior Engineer,11/19/1996,40000
92879,Mana,Hellwagner,Senior Engineer,2/27/1997,49087
92790,Flemming,Binding,Engineer,12/21/1985,40000
92790,Flemming,Binding,Senior Engineer,12/21/1992,40000
92796,Susumu,Tagansky,Technique Leader,8/17/1997,43935
92797,Shalesh,Ligten,Senior Staff,2/27/1992,70839
92797,Shalesh,Ligten,Staff,2/26/1985,70839
92801,Marco,Vrecion,Engineer,9/21/1998,46452
92802,Alair,Luks,Senior Staff,6/5/1993,76564
92802,Alair,Luks,Staff,6/5/1986,76564
92804,Tonny,Roison,Senior Staff,12/16/1997,77612
92804,Tonny,Roison,Staff,12/16/1989,77612
92808,Hinrich,Junet,Senior Staff,2/16/1998,40000
92808,Hinrich,Junet,Staff,2/16/1991,40000
92888,Chanjung,Capobianchi,Senior Staff,1/29/1995,47910
92821,Ute,Journel,Senior Staff,1/21/1997,47254
92821,Ute,Journel,Staff,1/22/1988,47254
92888,Chanjung,Capobianchi,Staff,1/29/1986,47910
92829,Nechama,Kalefeld,Senior Engineer,9/27/1994,50087
92892,Eldridge,Cronau,Engineer,5/26/1987,43468
92833,Jeanna,Jullig,Senior Staff,5/14/1995,47336
92833,Jeanna,Jullig,Staff,5/14/1987,47336
92835,Freyja,Godskesen,Engineer,3/20/1986,56357
92835,Freyja,Godskesen,Senior Engineer,3/20/1993,56357
92842,Maris,Lorie,Engineer,6/29/1988,40000
92842,Maris,Lorie,Senior Engineer,6/29/1996,40000
92870,Atilio,Imataki,Engineer,12/9/1987,47261
92870,Atilio,Imataki,Senior Engineer,12/9/1995,47261
92878,Phule,Birjandi,Senior Staff,3/22/1992,78958
92878,Phule,Birjandi,Staff,3/23/1986,78958
92972,Marjo,Ramamoorthy,Senior Engineer,9/22/1995,41684
92977,Alair,Naumovich,Senior Staff,10/13/1993,67607
92977,Alair,Naumovich,Staff,10/13/1985,67607
92980,Quingbo,Kakkad,Engineer,2/3/1987,50216
92980,Quingbo,Kakkad,Senior Engineer,2/2/1993,50216
92983,Masoud,Rosca,Assistant Engineer,6/12/1986,48444
92983,Masoud,Rosca,Engineer,6/12/1994,48444
92983,Masoud,Rosca,Senior Engineer,6/12/2002,48444
92987,Kiyotoshi,Emden,Senior Staff,11/27/1999,56600
92987,Kiyotoshi,Emden,Staff,11/27/1990,56600
93001,Kersti,Pusterhofer,Senior Staff,1/25/1994,70062
93001,Kersti,Pusterhofer,Staff,1/25/1987,70062
93017,Gian,Terkki,Engineer,8/21/1985,40000
93017,Gian,Terkki,Senior Engineer,8/21/1990,40000
92892,Eldridge,Cronau,Senior Engineer,5/25/1992,43468
93020,Masako,Fraisse,Engineer,9/24/1988,44947
93020,Masako,Fraisse,Senior Engineer,9/24/1997,44947
92898,Gil,Ghazalie,Senior Staff,6/25/1990,68060
93037,Martijn,Gronowski,Engineer,4/2/1997,51921
93038,Chenyi,Michaeli,Senior Staff,8/25/1992,68017
93038,Chenyi,Michaeli,Staff,8/26/1986,68017
93039,Martijn,Heiserman,Engineer,2/17/1995,58307
92898,Gil,Ghazalie,Staff,6/25/1985,68060
93042,Susumu,Massonet,Engineer,12/29/1988,58519
92907,Kazuyasu,Marshall,Engineer,2/15/1986,78053
93049,Christoper,Ananiadou,Engineer,5/28/1998,45717
93061,Cheong,Matteis,Engineer,10/22/1985,53754
93061,Cheong,Matteis,Senior Engineer,10/22/1994,53754
92907,Kazuyasu,Marshall,Senior Engineer,2/15/1994,78053
92914,Murthy,Vecchi,Senior Staff,1/19/1990,47201
92916,Neven,Plotkin,Staff,7/16/1986,53109
92922,Aluzio,Eiter,Staff,5/25/1987,74507
92941,Jayson,Luit,Engineer,8/7/1997,51527
93080,Amstein,Heering,Staff,11/6/1996,88350
93085,Evgueni,Parhami,Senior Staff,4/9/1989,59899
93086,Arco,Lubachevsky,Engineer,8/5/1995,44885
93095,Sushant,Krider,Senior Staff,7/2/2001,45023
93095,Sushant,Krider,Staff,7/2/1993,45023
92945,Marlo,Tyugu,Senior Staff,3/7/1986,92271
93102,Magdalena,Barvinok,Engineer,2/15/1996,40000
93102,Magdalena,Barvinok,Senior Engineer,2/14/2001,40000
93103,Ramya,Kermarrec,Senior Staff,7/26/1991,40000
93103,Ramya,Kermarrec,Staff,7/26/1985,40000
93107,Martien,Buchter,Senior Engineer,10/31/1985,43059
93108,Danny,Dayang,Engineer,8/26/1995,40000
93108,Danny,Dayang,Senior Engineer,8/25/2000,40000
92946,Yannik,Thombley,Technique Leader,11/2/1986,52852
92950,Weiru,Kushner,Senior Engineer,9/3/1987,40386
93120,Maria,Calkin,Senior Staff,5/21/1991,40000
93120,Maria,Calkin,Staff,5/21/1985,40000
93123,Kirk,Shackel,Engineer,6/29/1988,50787
93123,Kirk,Shackel,Senior Engineer,6/29/1997,50787
92959,Trygve,Honiden,Senior Staff,12/6/1997,49541
93130,Kwun,Neimat,Senior Staff,11/28/1999,90388
93143,Tonia,Makinen,Senior Staff,8/3/1998,43377
92959,Trygve,Honiden,Staff,12/6/1988,49541
93150,Piyush,Papsdorf,Senior Staff,3/2/2001,60559
92961,Youjian,Speek,Technique Leader,2/25/1986,57513
93150,Piyush,Papsdorf,Staff,3/2/1994,60559
92962,Jayson,Kuszyk,Senior Staff,3/15/1999,46673
93160,Trygve,Hinsberger,Senior Staff,11/26/2000,55396
92965,Weiye,Salinas,Staff,10/27/1998,56969
93160,Trygve,Hinsberger,Staff,11/27/1995,55396
93161,Giao,Garrabrants,Senior Staff,12/4/1986,81897
93164,Frazer,Ruemmler,Senior Staff,3/1/2002,52877
93164,Frazer,Ruemmler,Staff,3/1/1994,52877
92968,Moriyoshi,Gecseg,Engineer,3/22/1989,40000
92968,Moriyoshi,Gecseg,Senior Engineer,3/22/1995,40000
92972,Marjo,Ramamoorthy,Engineer,9/22/1990,41684
93273,Eberhardt,Schwartzbauer,Senior Staff,2/8/1992,40000
93183,Kenton,Marzano,Engineer,11/4/1985,47299
93183,Kenton,Marzano,Senior Engineer,11/4/1994,47299
93189,Neven,Dalton,Engineer,7/17/1985,43919
93189,Neven,Dalton,Senior Engineer,7/17/1993,43919
93273,Eberhardt,Schwartzbauer,Staff,2/8/1986,40000
93195,Domenico,Baak,Senior Staff,10/30/1992,40000
93291,Kasidit,Hofstetter,Senior Staff,5/26/2002,60896
93195,Domenico,Baak,Staff,10/30/1985,40000
93197,Arie,Magliocco,Staff,5/2/1999,91424
93203,Danel,Zizka,Senior Staff,2/18/1996,45304
93203,Danel,Zizka,Staff,2/18/1988,45304
93216,Dung,Chelton,Staff,11/19/1997,40000
93219,Dulce,Kolinko,Engineer,10/31/1996,40000
93221,Sanjit,McDermid,Senior Staff,7/20/1995,50551
93221,Sanjit,McDermid,Staff,7/20/1987,50551
93222,Amalendu,Bottner,Senior Engineer,6/6/1989,40000
93291,Kasidit,Hofstetter,Staff,5/26/1993,60896
93224,Shigeo,Gonthier,Senior Engineer,2/5/1986,69126
93296,Baoqiu,Montresor,Senior Staff,4/18/1988,64693
93241,Juichirou,Borstler,Senior Staff,11/27/1986,72731
93299,Hatsukazu,Swist,Senior Engineer,3/6/1988,65191
93302,Mohammad,Porenta,Staff,2/15/1988,81383
93254,Shigeo,Cichocki,Senior Staff,1/7/1995,63450
93254,Shigeo,Cichocki,Staff,1/7/1986,63450
93314,Carrsten,Beeson,Engineer,9/29/1985,40000
93261,Pintsang,Luca,Assistant Engineer,11/20/1999,44298
93314,Carrsten,Beeson,Senior Engineer,9/29/1992,40000
93321,Masako,Nivat,Senior Staff,7/22/1992,66526
93321,Masako,Nivat,Staff,7/23/1987,66526
93329,Shirish,Anily,Senior Staff,5/6/1987,82724
93366,Heejo,Schach,Senior Staff,3/7/1992,71579
93366,Heejo,Schach,Staff,3/8/1987,71579
93338,Shim,Stifter,Engineer,5/7/1993,40648
93381,Hercules,Streng,Assistant Engineer,3/1/1998,49921
93385,Sibyl,Marrakchi,Engineer,11/25/1987,40000
93385,Sibyl,Marrakchi,Senior Engineer,11/24/1992,40000
93389,Sungwon,Hooghiemstra,Engineer,11/22/1986,48553
93389,Sungwon,Hooghiemstra,Senior Engineer,11/22/1991,48553
93344,Bernardo,Escriba,Senior Staff,1/7/1993,74129
93396,Giap,Penn,Engineer,11/11/1986,40000
93396,Giap,Penn,Senior Engineer,11/11/1991,40000
93399,Rosalie,Bennet,Senior Engineer,12/9/1987,40000
93404,Shuzo,Willoner,Staff,6/7/1992,81533
93405,Tamiya,Marrevee,Technique Leader,12/14/1985,53039
93410,Jouni,Zastre,Engineer,3/7/1988,40000
93410,Jouni,Zastre,Senior Engineer,3/7/1996,40000
93412,Sivanarayana,Sinicrope,Senior Staff,4/8/2001,62485
93412,Sivanarayana,Sinicrope,Staff,4/8/1994,62485
93416,Naftaly,Flowers,Senior Staff,5/15/1993,69930
93416,Naftaly,Flowers,Staff,5/15/1986,69930
93422,Nathan,Stiles,Senior Staff,2/25/1997,52497
93422,Nathan,Stiles,Staff,2/26/1992,52497
93426,Olivera,Kambil,Engineer,12/20/1991,40000
93426,Olivera,Kambil,Senior Engineer,12/19/1996,40000
93430,Golgen,Baar,Staff,2/27/1994,90656
93433,Abdelkader,Tchuente,Senior Staff,4/16/1991,88427
93433,Abdelkader,Tchuente,Staff,4/16/1985,88427
93436,Ung,Crooks,Senior Staff,4/19/1999,40779
93445,Shahaf,Imataki,Senior Staff,6/6/1995,40000
93445,Shahaf,Imataki,Staff,6/6/1986,40000
93447,Gregory,Standera,Senior Staff,3/20/1995,40000
93447,Gregory,Standera,Staff,3/19/1988,40000
93448,Dhritiman,Ibel,Engineer,10/13/1985,40000
93448,Dhritiman,Ibel,Senior Engineer,10/13/1992,40000
93450,Jiakeng,Kieras,Senior Staff,1/21/1987,68059
93451,Elliott,Staudhammer,Technique Leader,1/8/1996,53522
93454,Subhada,Munawer,Engineer,3/8/1986,41033
93454,Subhada,Munawer,Senior Engineer,3/8/1995,41033
93455,Tsutomu,Hashii,Senior Staff,2/21/1994,59917
93455,Tsutomu,Hashii,Staff,2/21/1987,59917
93458,Jagoda,Pero,Senior Staff,6/26/1996,45840
93458,Jagoda,Pero,Staff,6/26/1988,45840
93491,Margo,Heinisuo,Engineer,12/18/1988,40000
93491,Margo,Heinisuo,Senior Engineer,12/18/1997,40000
93492,Lenore,Yetim,Engineer,9/16/1987,40000
93492,Lenore,Yetim,Senior Engineer,9/16/1994,40000
93493,Amstein,Byoun,Assistant Engineer,6/10/1992,40000
93495,Lunjin,Gill,Senior Engineer,9/12/1987,41835
93501,Yongdong,Nitsch,Engineer,1/23/1992,66411
93501,Yongdong,Nitsch,Senior Engineer,1/23/2000,66411
93509,Lijie,Perl,Engineer,12/9/1985,40000
93509,Lijie,Perl,Senior Engineer,12/9/1991,40000
93512,Rutger,Ramras,Engineer,5/9/1988,44544
93512,Rutger,Ramras,Senior Engineer,5/9/1997,44544
93344,Bernardo,Escriba,Staff,1/7/1986,74129
93519,Bartek,Kolinko,Engineer,11/2/1986,58520
93519,Bartek,Kolinko,Senior Engineer,11/1/1992,58520
93520,Angel,Unni,Senior Staff,11/15/1997,43894
93520,Angel,Unni,Staff,11/15/1990,43894
93522,Alselm,Ventosa,Engineer,6/30/1996,40000
93355,Shridhar,Pettit,Senior Staff,8/27/1995,60807
93536,Zhonghua,Zongker,Engineer,7/20/1985,54589
93536,Zhonghua,Zongker,Senior Engineer,7/20/1993,54589
93539,Stevo,Heystek,Senior Staff,10/4/1993,73867
93539,Stevo,Heystek,Staff,10/4/1988,73867
93540,Vitali,Thebaut,Assistant Engineer,2/1/1988,40000
93540,Vitali,Thebaut,Engineer,2/1/1996,40000
93551,Sanjay,Shrader,Senior Staff,6/23/1991,72440
93551,Sanjay,Shrader,Staff,6/23/1986,72440
93553,Maris,Swist,Senior Staff,10/19/1994,66269
93357,Padma,Prochazka,Senior Staff,7/4/1992,64343
93553,Maris,Swist,Staff,10/19/1986,66269
93561,Mario,Takkinen,Senior Staff,6/14/1998,80036
93561,Mario,Takkinen,Staff,6/14/1989,80036
93357,Padma,Prochazka,Staff,7/4/1985,64343
93359,Elliott,Takanami,Staff,2/3/1995,62448
93670,Djelloul,Pulkowski,Technique Leader,8/27/1985,54647
93575,Srinidhi,Tchuente,Senior Engineer,9/13/1993,54623
93576,Xuedong,Thorensen,Senior Staff,6/17/1994,70898
93672,Uinam,Kopetz,Technique Leader,10/16/1985,40000
93576,Xuedong,Thorensen,Staff,6/17/1985,70898
93681,Bogdan,Klassen,Senior Staff,6/16/1993,87145
93681,Bogdan,Klassen,Staff,6/16/1988,87145
93597,Shmuel,Karlin,Engineer,8/23/1988,56890
93597,Shmuel,Karlin,Senior Engineer,8/23/1993,56890
93601,Leucio,Piveteau,Senior Staff,12/30/1995,47561
93601,Leucio,Piveteau,Staff,12/29/1988,47561
93603,Moon,Gniady,Staff,10/29/1996,40000
93611,Mizuhito,Gronowski,Staff,11/17/1997,47845
93682,Mari,Mukaidono,Engineer,2/26/1992,40408
93622,Oldrich,Felder,Staff,12/3/1985,40000
93682,Mari,Mukaidono,Senior Engineer,2/25/1998,40408
93686,Zhiwei,Radivojevic,Senior Staff,7/22/1997,40000
93634,Dietrich,Chelton,Senior Staff,1/6/1991,53040
93634,Dietrich,Chelton,Staff,1/6/1986,53040
93686,Zhiwei,Radivojevic,Staff,7/22/1988,40000
93718,Moie,Kropf,Senior Staff,8/4/1995,40000
93647,Jiafu,Argence,Technique Leader,5/18/1991,50560
93653,Filipp,Greenaway,Senior Staff,3/15/1995,40000
93653,Filipp,Greenaway,Staff,3/15/1986,40000
93657,Nathan,Pocchiola,Senior Staff,1/27/1998,56007
93657,Nathan,Pocchiola,Staff,1/28/1992,56007
93662,Mong,Marwedel,Senior Staff,7/23/1988,69541
93718,Moie,Kropf,Staff,8/3/1988,40000
93721,Supot,Isaak,Engineer,3/13/1985,50876
93763,Kazuhisa,Jullig,Senior Staff,2/9/1988,82505
93721,Supot,Isaak,Senior Engineer,3/13/1994,50876
93778,Genki,Waterhouse,Senior Engineer,3/4/1987,41371
93722,Tetsurou,Kavraki,Senior Staff,3/22/1990,58350
93785,Francesca,VanScheik,Engineer,6/17/1988,45564
93785,Francesca,VanScheik,Senior Engineer,6/17/1994,45564
93722,Tetsurou,Kavraki,Staff,3/22/1985,58350
93790,Beshir,Wursthorn,Senior Staff,3/5/1994,40000
93790,Beshir,Wursthorn,Staff,3/5/1988,40000
93729,Maik,Sadowsky,Senior Staff,4/18/1997,40000
93796,Zhonghua,Armand,Engineer,2/3/1987,46673
93796,Zhonghua,Armand,Senior Engineer,2/3/1994,46673
93798,Monique,Azumi,Engineer,3/2/1987,68796
93798,Monique,Azumi,Senior Engineer,3/2/1995,68796
93730,Aemilian,Noriega,Senior Staff,12/7/1993,57937
93730,Aemilian,Noriega,Staff,12/8/1987,57937
93813,Giordano,Janetzko,Senior Staff,10/31/1993,66154
93813,Giordano,Janetzko,Staff,10/31/1988,66154
93735,Bernice,Krichel,Engineer,7/15/1988,51788
93825,Rosella,Mitsuhashi,Engineer,8/23/1985,83974
93825,Rosella,Mitsuhashi,Senior Engineer,8/23/1992,83974
93846,Parke,Bratten,Engineer,8/20/1986,44861
93846,Parke,Bratten,Senior Engineer,8/20/1995,44861
93854,Constantine,Rosaz,Engineer,11/6/1988,40000
93854,Constantine,Rosaz,Senior Engineer,11/6/1993,40000
93869,Lijie,Maccarone,Senior Engineer,6/8/1987,42219
93884,Yucai,Felder,Engineer,1/20/1986,57658
93884,Yucai,Felder,Senior Engineer,1/20/1992,57658
93887,Zdislav,Sidou,Engineer,5/3/1990,40000
93887,Zdislav,Sidou,Senior Engineer,5/3/1995,40000
93735,Bernice,Krichel,Senior Engineer,7/15/1993,51788
93742,Shay,Ushiama,Senior Staff,11/15/1986,65129
93903,Filipe,Capobianchi,Senior Staff,10/31/1994,57173
93903,Filipe,Capobianchi,Staff,10/31/1988,57173
93745,Mandell,Schrooten,Senior Engineer,4/15/1992,41972
93915,Genevieve,Waymire,Engineer,1/29/2000,40000
93747,Martina,Christ,Engineer,10/4/1992,54442
93921,Chuanti,Driscoll,Engineer,5/27/1989,51567
93921,Chuanti,Driscoll,Senior Engineer,5/27/1997,51567
93747,Martina,Christ,Senior Engineer,10/4/1998,54442
93924,Lucien,Suppi,Senior Staff,5/18/1992,61374
93924,Lucien,Suppi,Staff,5/19/1987,61374
93928,Tomoyuki,Axelband,Staff,9/24/1995,97546
93932,Giap,Parveen,Senior Staff,10/8/1992,67638
93932,Giap,Parveen,Staff,10/9/1987,67638
93751,Dinkar,Leuchs,Senior Staff,12/5/1999,40000
93938,Boutros,Veeraraghavan,Staff,8/9/1999,117948
93942,Thanasis,Tiemann,Engineer,5/26/1993,40000
93942,Thanasis,Tiemann,Senior Engineer,5/26/1998,40000
93751,Dinkar,Leuchs,Staff,12/5/1993,40000
93947,Toshiki,Heyers,Engineer,3/8/1997,40553
93754,Xianlong,Ernst,Staff,8/24/1997,51626
94062,Maia,Genther,Senior Staff,11/21/1994,40000
93958,Morrie,Cyre,Senior Staff,1/8/1993,40000
93958,Morrie,Cyre,Staff,1/8/1986,40000
93960,Xianlong,Seghrouchni,Senior Staff,4/23/1991,79786
93960,Xianlong,Seghrouchni,Staff,4/23/1985,79786
93961,Chaitali,Brickell,Engineer,7/16/1985,80909
93964,Shimshon,Chelton,Senior Staff,5/21/1988,47440
93975,Gererd,Calkin,Senior Staff,1/13/1993,50598
93976,Demin,Dengi,Senior Staff,11/8/1997,43871
93976,Demin,Dengi,Staff,11/8/1988,43871
94062,Maia,Genther,Staff,11/21/1986,40000
93984,Saniya,Journel,Senior Staff,3/7/1994,40000
93984,Saniya,Journel,Staff,3/7/1986,40000
93986,Elzbieta,Perry,Senior Staff,3/24/1992,74080
93986,Elzbieta,Perry,Staff,3/25/1987,74080
94100,Kwangsub,Guardalben,Senior Engineer,6/18/1999,43185
93989,Troy,Strooper,Senior Staff,2/22/1998,76537
93989,Troy,Strooper,Staff,2/22/1993,76537
93995,Saeed,Luon,Senior Engineer,11/19/1997,40000
93998,Freyja,Coombs,Engineer,7/5/1998,45873
94002,Zeydy,Thambidurai,Senior Staff,4/16/1991,41216
94002,Zeydy,Thambidurai,Staff,4/16/1985,41216
94008,Sumali,Itzfeldt,Senior Staff,8/3/2001,71411
94008,Sumali,Itzfeldt,Staff,8/3/1992,71411
94023,Seongbae,DasSarma,Engineer,3/6/1993,40000
94028,Bernt,Fraisse,Senior Staff,10/11/1991,58868
94028,Bernt,Fraisse,Staff,10/11/1985,58868
94118,Gina,Ellozy,Technique Leader,7/7/1987,40000
94030,Masato,Shobatake,Assistant Engineer,7/3/1998,40000
94032,Jinya,Katiyar,Engineer,8/28/1992,49006
94032,Jinya,Katiyar,Senior Engineer,8/28/1997,49006
94034,Vasilis,Riesenhuber,Assistant Engineer,2/28/1991,40000
94034,Vasilis,Riesenhuber,Engineer,2/28/1998,40000
94035,Zejun,Gulik,Engineer,9/10/1986,40000
94035,Zejun,Gulik,Senior Engineer,9/10/1991,40000
94042,Yonghoan,Bruckman,Senior Staff,12/10/1999,76816
94042,Yonghoan,Bruckman,Staff,12/10/1991,76816
94046,Valeska,Nourani,Senior Staff,7/7/1988,63968
94053,Hauke,Perko,Senior Staff,8/14/1993,51022
94053,Hauke,Perko,Staff,8/14/1986,51022
94120,Limsoon,Ohori,Engineer,7/28/1985,40000
